"Label (Grouping)","SEX AND AGE","Total population","Male","Female","Sex ratio (males per 100 females)","Two or more races","One race","White","Black or African American","American Indian and Alaska Native","Asian","Native Hawaiian and Other Pacific Islander","Some other race","Two or more races"
"Autauga County, Alabama","","","","","","","","","","","","","","",""
"    Percent","","14,043","50.2%","49.8%","(X)","98.4%","1.6%","98.4%","97.3%","0.3%","0.2%","0.3%","0.1%","0.1%","1.6%"
"Henry County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","19,889","10,083","9,806","102.8","19,315","574","19,315","18,091","446","68","545","9","156","574"
"    Percent","","19,889","50.7%","49.3%","(X)","97.1%","2.9%","97.1%","91.0%","2.2%","0.3%","2.7%","0.0%","0.8%","2.9%"
"Howard County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","9,201","4,611","4,590","100.5","9,050","151","9,050","8,965","33","1","48","2","1","151"
"    Percent","","9,201","50.1%","49.9%","(X)","98.4%","1.6%","98.4%","97.4%","0.4%","0.0%","0.5%","0.0%","0.0%","1.6%"
"Humboldt County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","9,518","4,764","4,754","100.2","9,314","204","9,314","9,146","26","13","79","0","50","204"
"    Percent","","9,518","50.1%","49.9%","(X)","97.9%","2.1%","97.9%","96.1%","0.3%","0.1%","0.8%","0.0%","0.5%","2.1%"
"Ida County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","6,862","3,422","3,440","99.5","6,802","60","6,802","6,634","114","5","5","0","44","60"
"    Percent","","6,862","49.9%","50.1%","(X)","99.1%","0.9%","99.1%","96.7%","1.7%","0.1%","0.1%","0.0%","0.6%","0.9%"
"Iowa County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","16,155","8,104","8,051","100.7","15,718","437","15,718","15,508","89","4","61","0","56","437"
"    Percent","","16,155","50.2%","49.8%","(X)","97.3%","2.7%","97.3%","96.0%","0.6%","0.0%","0.4%","0.0%","0.3%","2.7%"
"Jackson County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","19,348","9,727","9,621","101.1","19,047","301","19,047","18,675","138","3","82","106","43","301"
"    Percent","","19,348","50.3%","49.7%","(X)","98.4%","1.6%","98.4%","96.5%","0.7%","0.0%","0.4%","0.5%","0.2%","1.6%"
"Jasper County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","37,032","19,008","18,024","105.5","36,188","844","36,188","35,237","555","86","211","0","99","844"
"    Percent","","37,032","51.3%","48.7%","(X)","97.7%","2.3%","97.7%","95.2%","1.5%","0.2%","0.6%","0.0%","0.3%","2.3%"
"Jefferson County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","18,153","8,924","9,229","96.7","17,786","367","17,786","15,206","432","8","2,037","0","103","367"
"    Percent","","18,153","49.2%","50.8%","(X)","98.0%","2.0%","98.0%","83.8%","2.4%","0.0%","11.2%","0.0%","0.6%","2.0%"
"Johnson County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","150,819","74,806","76,013","98.4","145,404","5,415","145,404","121,694","11,509","271","9,346","74","2,510","5,415"
"    Percent","","150,819","49.6%","50.4%","(X)","96.4%","3.6%","96.4%","80.7%","7.6%","0.2%","6.2%","0.0%","1.7%","3.6%"
"Jones County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","20,575","10,605","9,970","106.4","20,115","460","20,115","19,442","453","37","183","0","0","460"
"    Percent","","20,575","51.5%","48.5%","(X)","97.8%","2.2%","97.8%","94.5%","2.2%","0.2%","0.9%","0.0%","0.0%","2.2%"
"Keokuk County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","10,163","5,190","4,973","104.4","10,022","141","10,022","9,882","40","9","12","2","77","141"
"    Percent","","10,163","51.1%","48.9%","(X)","98.6%","1.4%","98.6%","97.2%","0.4%","0.1%","0.1%","0.0%","0.8%","1.4%"
"Kossuth County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","14,864","7,405","7,459","99.3","14,662","202","14,662","14,308","174","23","89","1","67","202"
"    Percent","","14,864","49.8%","50.2%","(X)","98.6%","1.4%","98.6%","96.3%","1.2%","0.2%","0.6%","0.0%","0.5%","1.4%"
"Lee County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","33,946","17,076","16,870","101.2","33,107","839","33,107","31,637","1,015","92","216","6","141","839"
"    Percent","","33,946","50.3%","49.7%","(X)","97.5%","2.5%","97.5%","93.2%","3.0%","0.3%","0.6%","0.0%","0.4%","2.5%"
"Linn County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","225,601","111,112","114,489","97.1","217,303","8,298","217,303","197,384","12,595","429","5,114","352","1,429","8,298"
"    Percent","","225,601","49.3%","50.7%","(X)","96.3%","3.7%","96.3%","87.5%","5.6%","0.2%","2.3%","0.2%","0.6%","3.7%"
"Louisa County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","11,125","5,727","5,398","106.1","10,900","225","10,900","9,739","134","26","389","0","612","225"
"    Percent","","11,125","51.5%","48.5%","(X)","98.0%","2.0%","98.0%","87.5%","1.2%","0.2%","3.5%","0.0%","5.5%","2.0%"
"Lucas County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","8,556","4,338","4,218","102.8","8,449","107","8,449","8,398","24","4","0","0","23","107"
"    Percent","","8,556","50.7%","49.3%","(X)","98.7%","1.3%","98.7%","98.2%","0.3%","0.0%","0.0%","0.0%","0.3%","1.3%"
"Lyon County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","11,800","6,000","5,800","103.4","11,596","204","11,596","11,340","12","40","47","33","124","204"
"    Percent","","11,800","50.8%","49.2%","(X)","98.3%","1.7%","98.3%","96.1%","0.1%","0.3%","0.4%","0.3%","1.1%","1.7%"
"Madison County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","16,148","8,040","8,108","99.2","15,945","203","15,945","15,656","90","35","157","0","7","203"
"    Percent","","16,148","49.8%","50.2%","(X)","98.7%","1.3%","98.7%","97.0%","0.6%","0.2%","1.0%","0.0%","0.0%","1.3%"
"Mahaska County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","22,351","11,275","11,076","101.8","21,916","435","21,916","21,069","356","28","287","50","126","435"
"    Percent","","22,351","50.4%","49.6%","(X)","98.1%","1.9%","98.1%","94.3%","1.6%","0.1%","1.3%","0.2%","0.6%","1.9%"
"Marion County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","33,193","16,580","16,613","99.8","32,609","584","32,609","31,719","350","59","343","11","127","584"
"    Percent","","33,193","50.0%","50.0%","(X)","98.2%","1.8%","98.2%","95.6%","1.1%","0.2%","1.0%","0.0%","0.4%","1.8%"
"Marshall County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","39,804","19,918","19,886","100.2","38,115","1,689","38,115","33,619","482","87","1,475","15","2,437","1,689"
"    Percent","","39,804","50.0%","50.0%","(X)","95.8%","4.2%","95.8%","84.5%","1.2%","0.2%","3.7%","0.0%","6.1%","4.2%"
"Mills County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","15,023","7,472","7,551","99.0","14,800","223","14,800","14,483","72","86","58","0","101","223"
"    Percent","","15,023","49.7%","50.3%","(X)","98.5%","1.5%","98.5%","96.4%","0.5%","0.6%","0.4%","0.0%","0.7%","1.5%"
"Mitchell County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","10,588","5,229","5,359","97.6","10,503","85","10,503","10,362","47","28","44","0","22","85"
"    Percent","","10,588","49.4%","50.6%","(X)","99.2%","0.8%","99.2%","97.9%","0.4%","0.3%","0.4%","0.0%","0.2%","0.8%"
"Monona County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","8,675","4,130","4,545","90.9","8,494","181","8,494","8,314","28","111","0","36","5","181"
"    Percent","","8,675","47.6%","52.4%","(X)","97.9%","2.1%","97.9%","95.8%","0.3%","1.3%","0.0%","0.4%","0.1%","2.1%"
"Monroe County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","7,761","3,831","3,930","97.5","7,501","260","7,501","7,476","2","0","22","0","1","260"
"    Percent","","7,761","49.4%","50.6%","(X)","96.6%","3.4%","96.6%","96.3%","0.0%","0.0%","0.3%","0.0%","0.0%","3.4%"
"Montgomery County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","10,016","4,905","5,111","96.0","9,784","232","9,784","9,615","15","116","9","0","29","232"
"    Percent","","10,016","49.0%","51.0%","(X)","97.7%","2.3%","97.7%","96.0%","0.1%","1.2%","0.1%","0.0%","0.3%","2.3%"
"Muscatine County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","42,703","21,091","21,612","97.6","41,054","1,649","41,054","37,967","1,011","109","379","12","1,576","1,649"
"    Percent","","42,703","49.4%","50.6%","(X)","96.1%","3.9%","96.1%","88.9%","2.4%","0.3%","0.9%","0.0%","3.7%","3.9%"
"O'Brien County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","13,796","6,873","6,923","99.3","13,593","203","13,593","13,034","245","29","114","4","167","203"
"    Percent","","13,796","49.8%","50.2%","(X)","98.5%","1.5%","98.5%","94.5%","1.8%","0.2%","0.8%","0.0%","1.2%","1.5%"
"Osceola County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","6,016","3,066","2,950","103.9","5,801","215","5,801","5,608","55","13","26","3","96","215"
"    Percent","","6,016","51.0%","49.0%","(X)","96.4%","3.6%","96.4%","93.2%","0.9%","0.2%","0.4%","0.0%","1.6%","3.6%"
"Page County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","15,205","8,023","7,182","111.7","14,818","387","14,818","14,189","340","52","160","26","51","387"
"    Percent","","15,205","52.8%","47.2%","(X)","97.5%","2.5%","97.5%","93.3%","2.2%","0.3%","1.1%","0.2%","0.3%","2.5%"
"Palo Alto County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","8,941","4,506","4,435","101.6","8,649","292","8,649","8,439","134","32","13","0","31","292"
"    Percent","","8,941","50.4%","49.6%","(X)","96.7%","3.3%","96.7%","94.4%","1.5%","0.4%","0.1%","0.0%","0.3%","3.3%"
"Plymouth County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","25,141","12,362","12,779","96.7","24,920","221","24,920","23,761","383","135","171","0","470","221"
"    Percent","","25,141","49.2%","50.8%","(X)","99.1%","0.9%","99.1%","94.5%","1.5%","0.5%","0.7%","0.0%","1.9%","0.9%"
"Pocahontas County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","6,725","3,290","3,435","95.8","6,623","102","6,623","6,455","28","11","54","32","43","102"
"    Percent","","6,725","48.9%","51.1%","(X)","98.5%","1.5%","98.5%","96.0%","0.4%","0.2%","0.8%","0.5%","0.6%","1.5%"
"Polk County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","485,418","239,238","246,180","97.2","468,060","17,358","468,060","400,882","33,808","1,180","23,235","417","8,538","17,358"
"    Percent","","485,418","49.3%","50.7%","(X)","96.4%","3.6%","96.4%","82.6%","7.0%","0.2%","4.8%","0.1%","1.8%","3.6%"
"Pottawattamie County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","93,478","46,081","47,397","97.2","90,897","2,581","90,897","86,673","1,561","365","723","11","1,564","2,581"
"    Percent","","93,478","49.3%","50.7%","(X)","97.2%","2.8%","97.2%","92.7%","1.7%","0.4%","0.8%","0.0%","1.7%","2.8%"
"Poweshiek County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","18,391","8,913","9,478","94.0","17,932","459","17,932","17,162","245","2","423","0","100","459"
"    Percent","","18,391","48.5%","51.5%","(X)","97.5%","2.5%","97.5%","93.3%","1.3%","0.0%","2.3%","0.0%","0.5%","2.5%"
"Ringgold County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","4,922","2,400","2,522","95.2","4,860","62","4,860","4,708","5","10","38","0","99","62"
"    Percent","","4,922","48.8%","51.2%","(X)","98.7%","1.3%","98.7%","95.7%","0.1%","0.2%","0.8%","0.0%","2.0%","1.3%"
"Sac County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","9,711","4,804","4,907","97.9","9,613","98","9,613","9,452","70","0","38","0","53","98"
"    Percent","","9,711","49.5%","50.5%","(X)","99.0%","1.0%","99.0%","97.3%","0.7%","0.0%","0.4%","0.0%","0.5%","1.0%"
"Scott County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","172,938","84,813","88,125","96.2","165,349","7,589","165,349","145,722","12,765","505","4,827","21","1,509","7,589"
"    Percent","","172,938","49.0%","51.0%","(X)","95.6%","4.4%","95.6%","84.3%","7.4%","0.3%","2.8%","0.0%","0.9%","4.4%"
"Shelby County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","11,544","5,643","5,901","95.6","11,397","147","11,397","11,094","115","20","37","0","131","147"
"    Percent","","11,544","48.9%","51.1%","(X)","98.7%","1.3%","98.7%","96.1%","1.0%","0.2%","0.3%","0.0%","1.1%","1.3%"
"Sioux County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","34,900","17,586","17,314","101.6","33,865","1,035","33,865","32,621","143","92","206","16","787","1,035"
"    Percent","","34,900","50.4%","49.6%","(X)","97.0%","3.0%","97.0%","93.5%","0.4%","0.3%","0.6%","0.0%","2.3%","3.0%"
"Story County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","97,355","50,899","46,456","109.6","94,147","3,208","94,147","82,952","2,119","145","7,825","0","1,106","3,208"
"    Percent","","97,355","52.3%","47.7%","(X)","96.7%","3.3%","96.7%","85.2%","2.2%","0.1%","8.0%","0.0%","1.1%","3.3%"
"Tama County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","16,962","8,352","8,610","97.0","16,373","589","16,373","14,720","106","1,354","57","6","130","589"
"    Percent","","16,962","49.2%","50.8%","(X)","96.5%","3.5%","96.5%","86.8%","0.6%","8.0%","0.3%","0.0%","0.8%","3.5%"
"Taylor County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","6,160","3,073","3,087","99.5","5,982","178","5,982","5,808","1","9","9","0","155","178"
"    Percent","","6,160","49.9%","50.1%","(X)","97.1%","2.9%","97.1%","94.3%","0.0%","0.1%","0.1%","0.0%","2.5%","2.9%"
"Union County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","12,303","5,985","6,318","94.7","12,128","175","12,128","11,779","21","0","204","8","116","175"
"    Percent","","12,303","48.6%","51.4%","(X)","98.6%","1.4%","98.6%","95.7%","0.2%","0.0%","1.7%","0.1%","0.9%","1.4%"
"Van Buren County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","7,104","3,644","3,460","105.3","6,994","110","6,994","6,914","21","0","34","0","25","110"
"    Percent","","7,104","51.3%","48.7%","(X)","98.5%","1.5%","98.5%","97.3%","0.3%","0.0%","0.5%","0.0%","0.4%","1.5%"
"Wapello County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","35,102","17,473","17,629","99.1","34,033","1,069","34,033","30,517","1,298","86","507","303","1,322","1,069"
"    Percent","","35,102","49.8%","50.2%","(X)","97.0%","3.0%","97.0%","86.9%","3.7%","0.2%","1.4%","0.9%","3.8%","3.0%"
"Warren County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","50,867","24,982","25,885","96.5","49,773","1,094","49,773","48,594","301","24","388","141","325","1,094"
"    Percent","","50,867","49.1%","50.9%","(X)","97.8%","2.2%","97.8%","95.5%","0.6%","0.0%","0.8%","0.3%","0.6%","2.2%"
"Washington County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","22,100","10,931","11,169","97.9","21,664","436","21,664","20,790","147","45","97","6","579","436"
"    Percent","","22,100","49.5%","50.5%","(X)","98.0%","2.0%","98.0%","94.1%","0.7%","0.2%","0.4%","0.0%","2.6%","2.0%"
"Wayne County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","6,426","3,133","3,293","95.1","6,248","178","6,248","6,165","12","31","5","0","35","178"
"    Percent","","6,426","48.8%","51.2%","(X)","97.2%","2.8%","97.2%","95.9%","0.2%","0.5%","0.1%","0.0%","0.5%","2.8%"
"Webster County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","36,348","18,867","17,481","107.9","35,269","1,079","35,269","32,516","1,567","114","494","5","573","1,079"
"    Percent","","36,348","51.9%","48.1%","(X)","97.0%","3.0%","97.0%","89.5%","4.3%","0.3%","1.4%","0.0%","1.6%","3.0%"
"Winnebago County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","10,474","5,202","5,272","98.7","10,327","147","10,327","9,920","162","31","132","0","82","147"
"    Percent","","10,474","49.7%","50.3%","(X)","98.6%","1.4%","98.6%","94.7%","1.5%","0.3%","1.3%","0.0%","0.8%","1.4%"
"Winneshiek County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","20,090","9,960","10,130","98.3","19,936","154","19,936","19,347","183","67","183","2","154","154"
"    Percent","","20,090","49.6%","50.4%","(X)","99.2%","0.8%","99.2%","96.3%","0.9%","0.3%","0.9%","0.0%","0.8%","0.8%"
"Woodbury County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","102,687","50,884","51,803","98.2","97,093","5,594","97,093","85,615","3,860","1,872","2,664","413","2,669","5,594"
"    Percent","","102,687","49.6%","50.4%","(X)","94.6%","5.4%","94.6%","83.4%","3.8%","1.8%","2.6%","0.4%","2.6%","5.4%"
"Worth County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","7,422","3,781","3,641","103.8","7,197","225","7,197","7,065","60","0","31","2","39","225"
"    Percent","","7,422","50.9%","49.1%","(X)","97.0%","3.0%","97.0%","95.2%","0.8%","0.0%","0.4%","0.0%","0.5%","3.0%"
"Wright County, Iowa","","","","","","","","","","","","","","",""
"    Estimate","","12,644","6,297","6,347","99.2","12,242","402","12,242","11,829","19","2","12","0","380","402"
"    Percent","","12,644","49.8%","50.2%","(X)","96.8%","3.2%","96.8%","93.6%","0.2%","0.0%","0.1%","0.0%","3.0%","3.2%"
"Allen County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","12,503","6,108","6,395","95.5","12,002","501","12,002","11,604","77","68","120","133","0","501"
"    Percent","","12,503","48.9%","51.1%","(X)","96.0%","4.0%","96.0%","92.8%","0.6%","0.5%","1.0%","1.1%","0.0%","4.0%"
"Anderson County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","7,877","3,897","3,980","97.9","7,692","185","7,692","7,587","46","56","3","0","0","185"
"    Percent","","7,877","49.5%","50.5%","(X)","97.7%","2.3%","97.7%","96.3%","0.6%","0.7%","0.0%","0.0%","0.0%","2.3%"
"Atchison County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","16,210","7,839","8,371","93.6","15,207","1,003","15,207","14,431","495","59","69","0","153","1,003"
"    Percent","","16,210","48.4%","51.6%","(X)","93.8%","6.2%","93.8%","89.0%","3.1%","0.4%","0.4%","0.0%","0.9%","6.2%"
"Barber County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","4,493","2,318","2,175","106.6","4,416","77","4,416","4,289","22","69","28","0","8","77"
"    Percent","","4,493","51.6%","48.4%","(X)","98.3%","1.7%","98.3%","95.5%","0.5%","1.5%","0.6%","0.0%","0.2%","1.7%"
"Barton County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","26,209","12,724","13,485","94.4","25,092","1,117","25,092","23,810","293","281","83","83","542","1,117"
"    Percent","","26,209","48.5%","51.5%","(X)","95.7%","4.3%","95.7%","90.8%","1.1%","1.1%","0.3%","0.3%","2.1%","4.3%"
"Bourbon County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","14,539","7,141","7,398","96.5","13,917","622","13,917","13,285","428","18","47","0","139","622"
"    Percent","","14,539","49.1%","50.9%","(X)","95.7%","4.3%","95.7%","91.4%","2.9%","0.1%","0.3%","0.0%","1.0%","4.3%"
"Brown County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","9,575","4,640","4,935","94.0","9,206","369","9,206","8,158","71","919","20","4","34","369"
"    Percent","","9,575","48.5%","51.5%","(X)","96.1%","3.9%","96.1%","85.2%","0.7%","9.6%","0.2%","0.0%","0.4%","3.9%"
"Butler County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","66,890","33,692","33,198","101.5","64,711","2,179","64,711","61,321","1,659","526","814","21","370","2,179"
"    Percent","","66,890","50.4%","49.6%","(X)","96.7%","3.3%","96.7%","91.7%","2.5%","0.8%","1.2%","0.0%","0.6%","3.3%"
"Chase County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","2,604","1,328","1,276","104.1","2,531","73","2,531","2,444","34","20","4","0","29","73"
"    Percent","","2,604","51.0%","49.0%","(X)","97.2%","2.8%","97.2%","93.9%","1.3%","0.8%","0.2%","0.0%","1.1%","2.8%"
"Chautauqua County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","3,280","1,735","1,545","112.3","3,053","227","3,053","2,857","38","139","11","0","8","227"
"    Percent","","3,280","52.9%","47.1%","(X)","93.1%","6.9%","93.1%","87.1%","1.2%","4.2%","0.3%","0.0%","0.2%","6.9%"
"Cherokee County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","20,017","9,767","10,250","95.3","18,650","1,367","18,650","17,997","63","404","35","105","46","1,367"
"    Percent","","20,017","48.8%","51.2%","(X)","93.2%","6.8%","93.2%","89.9%","0.3%","2.0%","0.2%","0.5%","0.2%","6.8%"
"Cheyenne County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","2,639","1,319","1,320","99.9","2,617","22","2,617","2,522","0","17","0","0","78","22"
"    Percent","","2,639","50.0%","50.0%","(X)","99.2%","0.8%","99.2%","95.6%","0.0%","0.6%","0.0%","0.0%","3.0%","0.8%"
"Clark County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","2,006","1,049","957","109.6","1,912","94","1,912","1,847","13","6","37","0","9","94"
"    Percent","","2,006","52.3%","47.7%","(X)","95.3%","4.7%","95.3%","92.1%","0.6%","0.3%","1.8%","0.0%","0.4%","4.7%"
"Clay County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","8,030","4,019","4,011","100.2","7,938","92","7,938","7,731","81","80","46","0","0","92"
"    Percent","","8,030","50.0%","50.0%","(X)","98.9%","1.1%","98.9%","96.3%","1.0%","1.0%","0.6%","0.0%","0.0%","1.1%"
"Cloud County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","8,831","4,431","4,400","100.7","8,641","190","8,641","8,411","144","29","8","6","43","190"
"    Percent","","8,831","50.2%","49.8%","(X)","97.8%","2.2%","97.8%","95.2%","1.6%","0.3%","0.1%","0.1%","0.5%","2.2%"
"Coffey County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","8,218","4,159","4,059","102.5","8,011","207","8,011","7,860","78","16","48","0","9","207"
"    Percent","","8,218","50.6%","49.4%","(X)","97.5%","2.5%","97.5%","95.6%","0.9%","0.2%","0.6%","0.0%","0.1%","2.5%"
"Comanche County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","1,759","870","889","97.9","1,712","47","1,712","1,699","4","0","0","0","9","47"
"    Percent","","1,759","49.5%","50.5%","(X)","97.3%","2.7%","97.3%","96.6%","0.2%","0.0%","0.0%","0.0%","0.5%","2.7%"
"Cowley County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","35,090","17,606","17,484","100.7","33,030","2,060","33,030","30,366","986","551","651","44","432","2,060"
"    Percent","","35,090","50.2%","49.8%","(X)","94.1%","5.9%","94.1%","86.5%","2.8%","1.6%","1.9%","0.1%","1.2%","5.9%"
"Crawford County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","38,874","19,596","19,278","101.6","37,511","1,363","37,511","35,550","851","159","750","0","201","1,363"
"    Percent","","38,874","50.4%","49.6%","(X)","96.5%","3.5%","96.5%","91.4%","2.2%","0.4%","1.9%","0.0%","0.5%","3.5%"
"Decatur County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","2,826","1,411","1,415","99.7","2,802","24","2,802","2,765","10","15","12","0","0","24"
"    Percent","","2,826","49.9%","50.1%","(X)","99.2%","0.8%","99.2%","97.8%","0.4%","0.5%","0.4%","0.0%","0.0%","0.8%"
"Dickinson County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","18,614","9,330","9,284","100.5","18,139","475","18,139","17,572","219","98","145","0","105","475"
"    Percent","","18,614","50.1%","49.9%","(X)","97.4%","2.6%","97.4%","94.4%","1.2%","0.5%","0.8%","0.0%","0.6%","2.6%"
"Doniphan County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","7,616","3,864","3,752","103.0","7,456","160","7,456","7,003","381","44","11","7","10","160"
"    Percent","","7,616","50.7%","49.3%","(X)","97.9%","2.1%","97.9%","92.0%","5.0%","0.6%","0.1%","0.1%","0.1%","2.1%"
"Douglas County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","121,304","60,242","61,062","98.7","114,322","6,982","114,322","98,416","5,231","2,550","6,426","35","1,664","6,982"
"    Percent","","121,304","49.7%","50.3%","(X)","94.2%","5.8%","94.2%","81.1%","4.3%","2.1%","5.3%","0.0%","1.4%","5.8%"
"Edwards County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","2,822","1,414","1,408","100.4","2,729","93","2,729","2,622","11","18","27","0","51","93"
"    Percent","","2,822","50.1%","49.9%","(X)","96.7%","3.3%","96.7%","92.9%","0.4%","0.6%","1.0%","0.0%","1.8%","3.3%"
"Elk County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","2,502","1,238","1,264","97.9","2,397","105","2,397","2,323","2","40","11","0","21","105"
"    Percent","","2,502","49.5%","50.5%","(X)","95.8%","4.2%","95.8%","92.8%","0.1%","1.6%","0.4%","0.0%","0.8%","4.2%"
"Ellis County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","28,747","14,191","14,556","97.5","27,893","854","27,893","26,701","377","61","482","65","207","854"
"    Percent","","28,747","49.4%","50.6%","(X)","97.0%","3.0%","97.0%","92.9%","1.3%","0.2%","1.7%","0.2%","0.7%","3.0%"
"Ellsworth County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","6,176","3,531","2,645","133.5","5,941","235","5,941","5,611","179","65","68","0","18","235"
"    Percent","","6,176","57.2%","42.8%","(X)","96.2%","3.8%","96.2%","90.9%","2.9%","1.1%","1.1%","0.0%","0.3%","3.8%"
"Finney County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","36,451","18,838","17,613","107.0","33,396","3,055","33,396","28,592","1,246","193","1,473","0","1,892","3,055"
"    Percent","","36,451","51.7%","48.3%","(X)","91.6%","8.4%","91.6%","78.4%","3.4%","0.5%","4.0%","0.0%","5.2%","8.4%"
"Ford County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","33,718","17,568","16,150","108.8","30,904","2,814","30,904","27,788","694","161","424","26","1,811","2,814"
"    Percent","","33,718","52.1%","47.9%","(X)","91.7%","8.3%","91.7%","82.4%","2.1%","0.5%","1.3%","0.1%","5.4%","8.3%"
"Franklin County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","25,643","12,926","12,717","101.6","24,625","1,018","24,625","23,787","168","83","95","7","485","1,018"
"    Percent","","25,643","50.4%","49.6%","(X)","96.0%","4.0%","96.0%","92.8%","0.7%","0.3%","0.4%","0.0%","1.9%","4.0%"
"Geary County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","33,309","17,809","15,500","114.9","30,407","2,902","30,407","21,619","6,230","273","905","298","1,082","2,902"
"    Percent","","33,309","53.5%","46.5%","(X)","91.3%","8.7%","91.3%","64.9%","18.7%","0.8%","2.7%","0.9%","3.2%","8.7%"
"Gove County, Kansas","","","","","","","","","","","","","","",""
"    Estimate","","2,650","1,350","1,300","103.8","2,567","83","2,567","2,528","20","0","10","0","9","83"
